# Segments csv created Sun Mar  5 10:54:31 2017
# num_ytids=22160, num_segs=22160, num_unique_labels=527, num_positive_labels=52882
# YTID, start_seconds, end_seconds, positive_labels
4-7xip9t_5M, 70.000, 80.000, "/m/025rv6n,/m/07qwf61,/m/0dbvp"
413emf-N9Vo, 160.000, 170.000, "/m/07qqyl4"
44EVQH3_Sz0, 190.000, 200.000, "/m/04fq5q,/m/04rlf"
44TKZdww4XY, 230.000, 240.000, "/m/01b82r,/m/07pdjhy,/m/083vt"
45MeR1d_qck, 30.000, 40.000, "/m/02rhddq,/m/07yv9,/m/0k4j"
47KMOSuhNaQ, 140.000, 150.000, "/m/07qfr4h,/m/07yv9,/m/09x0r"
483cz_84L1I, 10.000, 20.000, "/m/01z5f,/m/068hy,/m/0bt9lr,/m/0jbk"
4APBvMmKubU, 10.000, 20.000, "/m/012n7d,/m/03j1ly,/m/03kmc9,/m/04qvtq,/m/0c1dj"
4EBnb2DN3Yg, 13.000, 23.000, "/m/05x_td,/m/09x0r"
4Etd7wb4dHE, 30.000, 40.000, "/m/07r_k2n,/m/09x0r,/t/dd00136"
4GB76stI0OU, 30.000, 40.000, "/m/07q2z82,/m/07yv9,/t/dd00067"
4HeUmlSg-jY, 300.000, 310.000, "/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066"
4LcMAREn89c, 0.000, 10.000, "/m/01z5f,/m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00128"
4MIHbR4QZhE, 30.000, 40.000, "/m/02rhddq,/m/09x0r"
4PYNzqXudtk, 30.000, 40.000, "/m/04rlf,/m/068hy,/m/07rc7d9,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00136"
4Pc9rWewLIY, 12.000, 22.000, "/m/04rlf,/m/07q4ntr,/m/07rwj3x,/m/07sr1lc,/m/09x0r"
4RMkA8j9rH0, 30.000, 40.000, "/m/04rlf,/m/07qsvvw,/m/09x0r"
4RXmFXA3QhM, 30.000, 40.000, "/m/068hy,/m/09x0r,/m/0bt9lr,/t/dd00136"
4TFCpuwtSdU, 30.000, 40.000, "/m/07pxg6y"
4TgW0mtugns, 30.000, 40.000, "/m/068hy,/m/07qf0zm,/m/07r_k2n,/m/07rc7d9,/m/0bt9lr,/m/0jbk,/t/dd00136"
4Vm8fiwfFp8, 20.000, 30.000, "/m/03p19w"
4WBJgrYLHJs, 30.000, 40.000, "/m/01j4z9"
4XMY2IvVSf0, 30.000, 40.000, "/m/02rhddq,/m/07yv9,/m/09x0r"
4ZYy180eNRI, 3.000, 13.000, "/t/dd00134"
4ZuwIgGNVfA, 18.000, 28.000, "/m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00136"
4_qvGF5U1Xw, 30.000, 40.000, "/m/04rlf,/m/068hy,/m/07r_k2n,/m/07rc7d9,/m/0bt9lr,/m/0jbk"
4a004hkTGM0, 30.000, 40.000, "/m/02rhddq,/m/07r04"
4aEtQmXkhns, 6.000, 16.000, "/m/04rlf,/m/07yv9,/t/dd00130"
4aN_Vvn1lBY, 30.000, 40.000, "/m/01bjv,/m/07qv_d5,/m/07yv9,/m/0btp2,/m/0k4j"
4bGt6tQCMOM, 30.000, 40.000, "/m/07pzfmf,/m/07yv9,/m/09x0r,/t/dd00067"
4c1omzV5pP8, 90.000, 100.000, "/m/03wwcy,/m/06d_3,/m/07jdr"
4dMC-2SQa-Y, 270.000, 280.000, "/m/04fq5q,/m/04rlf,/m/09x0r"
4ekovmvm3jM, 30.000, 40.000, "/m/03kmc9,/m/0dgbq"
4fWOzHahaPQ, 310.000, 320.000, "/m/03p19w,/m/09x0r"
4g3Qdd8RvTM, 30.000, 40.000, "/m/01j3sz,/m/0463cq4,/m/09x0r"
4j-gAf-RJOU, 30.000, 40.000, "/m/03l9g,/m/07k1x"
4l-Dq2zWN6s, 310.000, 320.000, "/m/04fq5q"
4lEEQwp709s, 0.000, 9.000, "/m/05x_td,/m/09x0r,/t/dd00125"
4lHEFcLCqmc, 430.000, 440.000, "/m/07qqyl4,/m/09x0r"
4lflH2Jvm8k, 30.000, 40.000, "/m/012n7d,/m/02mfyn,/m/03j1ly,/m/03kmc9"
4m5SyH65GI8, 10.000, 20.000, "/m/01j4z9,/m/07k1x"
4mcBRIgb8-E, 130.000, 140.000, "/m/03p19w,/m/09x0r,/t/dd00128"
4mwIp7OTQpw, 140.000, 150.000, "/m/04cvmfc,/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk"
4rfSc06vZ2w, 30.000, 40.000, "/m/04rlf,/m/07qsvvw,/m/09x0r"
4sFGGOVcvM8, 20.000, 30.000, "/m/068hy,/m/09x0r,/m/0bt9lr,/m/0ghcn6,/m/0jbk"
4t524YeonRo, 260.000, 270.000, "/m/01yg9g"
4uVeFs-4i1w, 160.000, 170.000, "/m/07qv_d5,/m/07r04,/m/07yv9,/t/dd00129"
4v8hSkcRQuk, 8.000, 18.000, "/m/07qsvvw,/m/09x0r"
4vxBWzOWBZU, 270.000, 280.000, "/m/07yv9,/m/09x0r,/m/0btp2"
4y0KbKCyKus, 140.000, 150.000, "/m/04gxbd,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128"
4yub23Xuzos, 150.000, 160.000, "/m/012n7d,/m/03j1ly,/m/03kmc9,/m/04qvtq"
4z6mZw4I5Uo, 20.000, 30.000, "/m/02mk9,/m/07qn4z3,/m/07yv9,/m/0k4j"
5-wgIXNY-bs, 30.000, 40.000, "/m/02mk9,/m/07yv9,/m/09x0r,/t/dd00066"
50LDT3ezG_0, 60.000, 70.000, "/m/01g50p,/m/06d_3,/m/06hck5,/m/06wzb,/m/07jdr,/m/07rjwbb,/m/07rwm0c"
51Wq8OYk5sU, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00130"
54EJiYdS03s, 30.000, 40.000, "/m/014zdl,/m/07pc8lb"
55J6yThHCvY, 90.000, 100.000, "/m/01280g,/m/02yds9,/m/04cvmfc,/m/0cdnk,/m/0jbk"
55jtGZAKoHQ, 11.000, 21.000, "/m/07r04,/m/07yv9,/m/09x0r,/m/0gvgw0,/m/0k4j"
55uJSKPlzrY, 10.000, 20.000, "/m/05x_td"
575SECGQ0Kg, 20.000, 30.000, "/m/07qsvvw,/m/09x0r"
57hY47NuUzs, 30.000, 40.000, "/m/0gvgw0"
58SoI7YKr4o, 30.000, 40.000, "/m/02mk9,/m/07q2z82,/m/0k4j,/t/dd00066"
59Mt7J_0KT4, 0.000, 10.000, "/m/01hgjl,/m/07yv9,/m/0k4j"
59b9hv2QAPw, 30.000, 40.000, "/m/068hy,/m/07r_k2n,/m/07rc7d9,/m/0bt9lr,/m/0jbk"
5AHG1q3aSpU, 30.000, 40.000, "/m/01z5f,/m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00136"
5B7lDpIYNj0, 510.000, 520.000, "/m/03p19w,/m/09x0r,/t/dd00129"
5Bj_3tepprY, 10.000, 20.000, "/m/03p19w"
5DEC8pkPIpI, 90.000, 100.000, "/m/01b82r,/m/07pdjhy,/m/083vt"
5DJjRwzIEG4, 240.000, 250.000, "/m/01y3hg,/m/09x0r,/t/dd00125"
5DmQYRQz2y4, 70.000, 80.000, "/t/dd00134"
5DyTDvFvAmw, 20.000, 30.000, "/m/01y3hg,/m/09x0r,/t/dd00125"
5EbJQCFom8o, 70.000, 80.000, "/m/030rvx,/m/0c3f7m"
5FiUKC97TSo, 30.000, 40.000, "/m/02mfyn"
5FsrNEeqd6Q, 18.000, 28.000, "/m/04229,/m/07yv9,/m/09x0r"
5FvDc0UBAZo, 50.000, 60.000, "/t/dd00134"
5H-RadrUSA4, 20.000, 30.000, "/m/07rn7sz"
5LFJoFQNX1o, 170.000, 180.000, "/m/01g50p,/m/04zmvq,/m/06d_3,/m/07jdr"
5LmfBPI5cWE, 20.000, 30.000, "/m/068hy,/m/07pyy8b,/m/09x0r,/m/0bt9lr,/m/0jbk"
5P3aq2BJYa0, 480.000, 490.000, "/m/07qv_d5,/m/07yv9,/m/0k4j,/t/dd00128"
5PbIH_kMyis, 70.000, 80.000, "/m/05tny_,/m/068hy,/m/0bt9lr,/m/0jbk"
5Q0BeLAO_b4, 20.000, 30.000, "/m/02rhddq,/m/07yv9"
5Q9SNbMA11Y, 30.000, 40.000, "/m/012f08,/m/03v3yw,/m/07q2z82,/m/07yv9,/m/0k4j"
5QBloWQvWgo, 280.000, 290.000, "/m/07qf0zm,/m/09x0r,/t/dd00125"
5QvAS7ornG4, 30.000, 40.000, "/m/04rlf,/m/07yv9,/m/0gvgw0"
5RoKxU3wYZQ, 1.000, 11.000, "/m/030rvx,/m/09x0r"
5UUf4vEJSX4, 30.000, 40.000, "/m/015p6,/m/020bb7,/m/025rv6n,/m/07qwf61,/m/0dbvp"
5UxAuX_DV_Y, 30.000, 40.000, "/m/068hy,/m/07r_k2n,/m/07rc7d9,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00136"
5WXA1R5jCvs, 0.000, 9.000, "/m/01bjv,/m/07yv9,/m/09x0r"
5Z3DCiwxhGM, 200.000, 210.000, "/m/01j4z9,/m/07k1x,/m/09x0r"
5ZR1lav7Cf8, 30.000, 40.000, "/m/0199g,/m/07yv9"
5aC9_oX8dr0, 460.000, 470.000, "/m/0ghcn6"
5aFQSHQ3Gnw, 340.000, 350.000, "/m/01g50p,/m/06d_3,/m/07jdr,/m/07rwm0c"
5bjiFUed8gw, 30.000, 40.000, "/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00136"
5dbFQM1JMM0, 120.000, 130.000, "/m/068hy,/m/07qf0zm,/m/0jbk"
5fjmEgwc14E, 100.000, 110.000, "/m/02zsn,/m/0463cq4,/m/09x0r"
5ftfKerE6s0, 490.000, 500.000, "/m/07yv9,/t/dd00066,/t/dd00128"
5hJ_YojItMs, 4.000, 14.000, "/m/030rvx"
5ibYhAoE5HI, 30.000, 40.000, "/t/dd00134"
5jWvAxjG0kg, 30.000, 40.000, "/m/0199g,/m/04rlf,/m/07yv9,/m/09x0r"
5kxQ5b-DUi8, 30.000, 40.000, "/m/030rvx,/m/09x0r"
5mugxHG4Ra4, 440.000, 450.000, "/m/04rlf,/m/07qv_d5,/m/07yv9,/m/0912c9,/m/09x0r"
5nBcyKL05Ok, 30.000, 40.000, "/m/068hy,/m/0bt9lr,/t/dd00136"
5oirFKi6Sfo, 190.000, 200.000, "/m/07yv9,/m/0btp2,/m/0k4j,/m/0ltv"
5perV0v6lkk, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/t/dd00066"
5quD8nDBLnU, 60.000, 70.000, "/m/012ndj,/m/03j1ly,/m/03kmc9"
5sq7yL2Ey8I, 0.000, 4.000, "/m/01yg9g"
5tOj-p8ANmM, 0.000, 10.000, "/m/04rlf,/m/05tny_,/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk"
5vNdtsteNXA, 330.000, 340.000, "/m/07pxg6y,/m/09x0r"
61ZirC2IlLg, 210.000, 220.000, "/m/012n7d,/m/012ndj,/m/03j1ly,/m/03kmc9"
62U2BG07G_g, 30.000, 40.000, "/m/04229,/m/07yv9,/m/0k5j"
62oVSUMNL7c, 20.000, 30.000, "/m/04rlf,/m/068hy,/m/07qf0zm,/m/0bt9lr,/m/0jbk,/t/dd00125"
63bSko4WgwE, 30.000, 40.000, "/m/07pp_mv"
63vq0dyyOGc, 40.000, 50.000, "/m/015lz1,/m/04rlf,/m/07q4ntr,/t/dd00126"
64K4SlYR3BU, 70.000, 80.000, "/m/05tny_,/m/068hy,/m/07r_k2n,/m/07rc7d9,/m/0bt9lr,/m/0jbk"
64lMZFxzQtY, 21.000, 31.000, "/m/068hy,/m/07rc7d9,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00136"
66kfjGs-5AA, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/m/09x0r,/t/dd00066"
67kp76gnDpI, 30.000, 40.000, "/m/02mk9,/m/04rlf,/m/07q2z82,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00066"
68HVZzEravA, 30.000, 40.000, "/m/01bjv,/m/07yv9,/m/09x0r"
695nvt2cbP8, 30.000, 40.000, "/m/07q4ntr,/m/09x0r"
6CmN6U_9qI4, 30.000, 40.000, "/m/02rhddq,/m/07r04,/m/07yv9"
6EMOL2FQLkk, 320.000, 330.000, "/m/01d380,/m/07k1x,/m/0_ksk"
6EOz2x25dZs, 60.000, 70.000, "/m/025rv6n,/m/07qwf61,/m/0dbvp"
6EV8sCAySvw, 40.000, 50.000, "/m/01b82r,/m/083vt"
6F3YIb0Uw4I, 30.000, 40.000, "/m/012n7d,/m/03j1ly,/m/03kmc9,/m/04qvtq"
6F6-t75PGFU, 140.000, 150.000, "/m/04gxbd,/m/07yv9,/m/0k4j"
6GMAVpfbGmM, 60.000, 70.000, "/m/01d3sd,/m/068hy,/m/07ppn3j,/m/0bt9lr,/m/0jbk"
6JHiuDM8UoY, 30.000, 40.000, "/m/030rvx"
6MCy1lh4qaw, 20.000, 30.000, "/m/04_sv,/m/07qnq_y,/m/07yv9,/m/09x0r"
6O4Zpv-cAXY, 0.000, 7.000, "/m/014zdl,/m/09x0r"
6QCcY4zycIg, 40.000, 50.000, "/m/01g50p,/m/0284vy3,/m/06d_3,/m/07jdr"
6QnEwCnKdP4, 80.000, 90.000, "/m/01280g,/m/04rlf,/m/0jbk"
6R8mmrJvXgc, 220.000, 230.000, "/m/07rn7sz,/m/09x0r"
6RcxitW4w1U, 20.000, 30.000, "/m/07rknqz,/m/07yv9,/m/0k4j,/m/0ltv"
6T5SLgKd8gg, 4.000, 14.000, "/m/07r_k2n"
6UZVovkR3IU, 30.000, 40.000, "/m/07r04,/m/07yv9,/m/0gvgw0"
6Uzg7LKxi_Q, 30.000, 40.000, "/m/030rvx"
6V2NVMgi3cg, 30.000, 40.000, "/m/07pxg6y"
6XHoJkMHZno, 30.000, 40.000, "/m/02rhddq,/m/07r04,/m/07yv9,/m/09x0r"
6XiVOflQITo, 0.000, 10.000, "/m/07rn7sz,/m/09x0r"
6_SgqyBAPv0, 190.000, 200.000, "/m/01yg9g"
6aVDXoU2j2M, 440.000, 450.000, "/m/015lz1,/m/04rlf,/m/07rwj3x,/m/07sr1lc"
6bMJVOjgEc0, 250.000, 260.000, "/m/02mk9,/m/07yv9,/t/dd00088"
6cX2K0UTgjU, 540.000, 550.000, "/m/05x_td,/m/07qv_d5,/m/0912c9,/m/09x0r"
6de_mfVMVik, 50.000, 60.000, "/m/03cl9h,/m/07yv9,/m/09x0r"
6dhpe65QOcc, 16.000, 26.000, "/m/012n7d,/m/012ndj,/m/03j1ly,/m/03kmc9"
6dxpkuJZ4mQ, 260.000, 270.000, "/m/03p19w,/m/04rlf"
6eqjdgiGAsE, 10.000, 20.000, "/m/07r04,/m/07yv9,/m/09x0r,/t/dd00129,/t/dd00130"
6fVpEKC5JkY, 60.000, 70.000, "/m/0463cq4,/m/04rlf,/m/09x0r"
6gAInizlVKw, 60.000, 70.000, "/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk,/m/0lyf6"
6gELF9ByMCc, 5.000, 15.000, "/m/030rvx"
6gOjRqlgk_Y, 30.000, 40.000, "/m/0199g,/m/04rlf,/m/07yv9,/m/09x0r"
6hEx-wgrdAw, 40.000, 50.000, "/m/02dgv,/m/07yv9,/m/0k4j"
6ibh38autyA, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07q2z82,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00066,/t/dd00130"
6j76kSyiOCA, 90.000, 100.000, "/m/014zdl"
6kYZXki6D7Q, 40.000, 50.000, "/m/03l9g"
6kwlViY_wIg, 7.000, 17.000, "/m/07pxg6y"
6l8elU3VEBE, 330.000, 340.000, "/m/04rlf,/m/05tny_,/m/09x0r,/t/dd00125"
6mi89T0OyjA, 30.000, 40.000, "/m/05x_td,/m/09x0r,/t/dd00125"
6oEWGoNoOCE, 180.000, 190.000, "/m/025rv6n,/m/07qwf61,/m/0dbvp"
6pifhdQ0pdg, 10.000, 20.000, "/m/012f08,/m/07r04,/m/07yv9,/m/09x0r,/m/0btp2,/m/0k4j"
6qmGCfCrU6w, 20.000, 30.000, "/m/01z5f,/m/068hy,/m/0bt9lr,/m/0ghcn6,/m/0jbk"
6qtqDXeovbA, 60.000, 70.000, "/m/068hy,/m/07q6cd_,/m/0bt9lr,/m/0jbk"
6rsLfmxzGlM, 120.000, 130.000, "/m/07yv9,/m/09ct_,/m/09x0r"
6szBKwzI1oA, 50.000, 60.000, "/m/014yck,/m/07yv9,/m/09x0r,/m/0cmf2,/m/0k5j"
6uH-Wj6smUQ, 30.000, 40.000, "/m/02rhddq,/m/09x0r"
6wG8ayyFfv0, 90.000, 100.000, "/m/04rlf,/m/07yv9,/m/09x0r,/m/0h9mv,/m/0k4j,/m/0ltv"
6xwYlluHhXs, 0.000, 10.000, "/m/07rknqz,/m/07yv9,/m/0h9mv,/m/0k4j,/m/0ltv"
6yyToq9cW9A, 60.000, 70.000, "/m/02rhddq,/m/07r04,/m/07yv9"
6z4HD7Dw7i8, 30.000, 40.000, "/m/01y3hg,/m/09x0r,/m/0c3f7m"
70ia88_c-rU, 30.000, 40.000, "/m/05x_td,/m/0912c9,/t/dd00129"
71nimOIhEFU, 470.000, 480.000, "/m/01g50p,/m/04zmvq,/m/06d_3,/m/07jdr"
72wtqWYGKgA, 10.000, 20.000, "/m/0ghcn6,/t/dd00125"
7342zytpO4o, 30.000, 40.000, "/m/012ndj,/m/03j1ly,/m/03kmc9"
76pXCH-hvb4, 30.000, 40.000, "/m/014zdl,/m/04rlf"
77DHZFJZnK4, 30.000, 40.000, "/m/02rhddq,/m/07r04,/m/07yv9,/m/09x0r"
782irv2y6W0, 190.000, 200.000, "/m/03l9g"
78KjO5EH6dk, 190.000, 200.000, "/m/046dlr,/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk"
7AfaA5FM4W0, 30.000, 40.000, "/m/03kmc9,/m/0dgbq"
7C53GfbWiv0, 30.000, 40.000, "/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07rc7d9,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00136"
7DFJpPvm36g, 30.000, 40.000, "/m/068hy,/m/07rc7d9,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00136"
7DnayFfLdok, 30.000, 40.000, "/m/02rhddq,/m/07r04,/m/07yv9"
7EKHXdoE0ls, 60.000, 70.000, "/m/04rlf,/m/07hvw1,/m/07yv9,/m/09x0r"
7EPlBrtzv74, 170.000, 180.000, "/m/0463cq4,/m/09x0r,/t/dd00125"
7G76uQj5eas, 140.000, 150.000, "/m/04rlf,/m/07rn7sz,/m/09x0r,/t/dd00125"
7GEiPdnqJUw, 20.000, 30.000, "/m/0c3f7m"
7H6B6LQmB7c, 100.000, 110.000, "/m/05x_td,/m/06_fw,/m/07qv_d5,/m/0912c9,/m/09x0r"
7Hcizjr7zB8, 140.000, 150.000, "/m/04qvtq,/m/04rlf,/m/0l156b"
7KLcXpyuexo, 400.000, 410.000, "/m/01bjv,/m/02rhddq,/m/07yv9,/m/09x0r,/t/dd00128"
7Kn-xhQ4hmY, 520.000, 530.000, "/m/01yg9g,/m/07yv9,/t/dd00128"
7KvmusRXFys, 30.000, 40.000, "/m/02mk9,/m/07yv9,/m/09x0r,/t/dd00130"
7LRr0ZhqRZ0, 30.000, 40.000, "/m/02mk9,/m/07yv9,/t/dd00130"
7Leh-jVFjjg, 14.000, 24.000, "/m/014zdl"
7SSxBFP4LSQ, 180.000, 190.000, "/m/04zmvq,/m/06hck5,/m/06wzb,/m/07rjwbb"
7SZFvCNKCNg, 540.000, 550.000, "/m/07rn7sz"
7UKtoZ2IvMQ, 30.000, 40.000, "/m/0199g,/m/04rlf,/m/07s34ls"
7VDeHnt99Yg, 10.000, 20.000, "/m/05x_td,/m/0912c9,/m/09x0r,/t/dd00125"
7Yr4Y6V8hck, 30.000, 40.000, "/m/01g50p,/m/04zmvq,/m/06d_3,/m/06wzb,/m/07jdr,/m/07rjwbb,/m/07rwm0c,/m/0c1dj"
7_PrlSyBjfw, 13.000, 23.000, "/m/03kmc9,/m/07pp_mv"
7_vdHQC7RHw, 20.000, 30.000, "/m/01jwx6,/m/02mk9,/m/04_sv,/m/07yv9"
7bjeYrzsTk4, 30.000, 40.000, "/m/07rc7d9,/m/09x0r,/t/dd00136"
7db64HOzh-Y, 30.000, 40.000, "/m/02rhddq,/m/07r04,/m/07yv9,/m/09x0r"
7e2ifgqrN1Q, 10.000, 20.000, "/m/07qv_d5,/m/07r04,/m/07yv9,/m/0912c9,/t/dd00066"
7ezEF7-FN0g, 40.000, 50.000, "/m/03kmc9,/m/0dgbq"
7gqGqbzLpZE, 30.000, 40.000, "/m/068hy,/m/07qf0zm,/m/07rc7d9,/m/0bt9lr,/m/0jbk,/t/dd00136"
7kKlbwXdBDQ, 30.000, 40.000, "/m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00136"
7lI4Z6_twLg, 50.000, 60.000, "/m/0463cq4,/m/09x0r"
7lyqru6t1SQ, 280.000, 290.000, "/m/07yv9,/m/09x0r,/m/0btp2,/m/0k4j,/t/dd00128"
7o_n7rdj8Vs, 0.000, 10.000, "/m/07qqyl4"
7pbZPYKcXb8, 30.000, 40.000, "/m/01j4z9"
7pnH_TUtXeQ, 70.000, 80.000, "/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr,/m/07rwm0c"
7q65Wybimvs, 30.000, 40.000, "/m/01z5f,/m/04rlf,/m/07qf0zm,/m/09x0r,/m/0jbk"
7s2u7ByFlBw, 40.000, 50.000, "/m/01g50p,/m/04zmvq,/m/06d_3,/m/06hck5,/m/06wzb,/m/07jdr,/m/07rjwbb,/m/07rwm0c"
7t7RfDh-YKA, 20.000, 30.000, "/m/01z5f,/m/068hy,/m/07pyy8b,/m/0bt9lr,/m/0jbk"
7vsJm1Yw0Gc, 30.000, 40.000, "/t/dd00134"
7wJc_LpV8E4, 30.000, 40.000, "/m/01z5f,/m/068hy,/m/07qf0zm,/m/09x0r,/m/0bt9lr,/m/0jbk"
7xwp-c2wefM, 30.000, 40.000, "/m/07yv9,/m/09x0r,/t/dd00066"
80samHs909Y, 10.000, 20.000, "/m/01j3sz,/m/07p6fty,/m/09x0r"
81-uERZml1w, 10.000, 20.000, "/m/012ndj,/m/03j1ly,/m/03kmc9"
81vJ4-5ToUg, 30.000, 40.000, "/m/02mk9,/m/07q2z82,/m/07yv9,/t/dd00130"
82C3NRXggGk, 30.000, 40.000, "/m/068hy,/m/07r_k2n,/m/09x0r,/m/0jbk"
84A7-8dN0S4, 30.000, 40.000, "/m/07r_k2n,/m/09x0r"
85OY8T4UCkw, 6.000, 16.000, "/m/04rlf,/m/07qsvvw,/m/09x0r"
86L-FBhorhA, 30.000, 40.000, "/m/07qsvvw"
88nxoLgi1sE, 30.000, 40.000, "/m/02x984l,/m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00128"
89QvaK9Zffc, 200.000, 210.000, "/m/07sr1lc"
8DaEd5KbnnA, 80.000, 90.000, "/m/03j1ly,/m/03kmc9,/m/04qvtq"
8DvUWo9Zxzk, 160.000, 170.000, "/m/0199g,/m/03vt0,/m/07yv9,/t/dd00129"
8EzO28bSdw0, 20.000, 30.000, "/m/01yg9g"
8G3BkCpyYLA, 30.000, 40.000, "/m/02rhddq,/m/09x0r"
8HZgfbmKhfE, 70.000, 80.000, "/m/03cl9h,/m/07yv9,/m/09x0r"
8LUnkJPz_V8, 340.000, 350.000, "/m/01g50p,/m/04zmvq,/m/06d_3,/m/07jdr"
8M6d2W0KQd4, 30.000, 40.000, "/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00067"
8N5FEmymxtM, 34.000, 44.000, "/m/0cdnk,/m/0jbk"
8N5XxcJ7QOU, 20.000, 30.000, "/m/01b_21,/m/04rlf,/m/07yv9,/m/09x0r,/m/0dl9sf8,/m/0k4j"
8OmRjJJjg8s, 120.000, 130.000, "/m/0l156k"
8R6H_3neiL8, 20.000, 30.000, "/m/01280g,/m/04cvmfc,/m/09x0r,/m/0cdnk,/m/0jbk"
8RAisf7vbeE, 20.000, 30.000, "/m/07qfr4h,/m/07yv9,/m/09x0r,/m/0k4j"
8SYLYWR47EE, 30.000, 40.000, "/t/dd00134"
8StkM09rkCw, 30.000, 40.000, "/m/04rlf,/m/07pp_mv,/m/09x0r"
8UPNmrGfsAY, 450.000, 460.000, "/m/01280g,/m/0cdnk,/m/0jbk"
8VQiP0-YvLk, 0.000, 10.000, "/m/04fq5q"
8W0KcQLImuo, 190.000, 200.000, "/m/014yck,/m/07yv9,/m/0cmf2,/m/0k5j,/t/dd00128"
8WfOH_ej_RU, 30.000, 40.000, "/m/02mk9,/m/04rlf,/m/07yv9,/m/09x0r,/t/dd00130"
8XIsw5VBfLk, 240.000, 250.000, "/m/015lz1,/m/04rlf,/m/07q4ntr,/m/09x0r,/t/dd00126"
8a2OeWS3G-A, 50.000, 60.000, "/m/014zdl,/m/04rlf,/m/09x0r"
8a9bzBiund8, 70.000, 80.000, "/m/03p19w,/m/04rlf,/m/09x0r,/t/dd00129"
8aaG9UHDKbw, 0.000, 10.000, "/m/01g50p,/m/0284vy3,/m/06d_3,/m/07jdr"
8cDXwosw9nA, 30.000, 40.000, "/m/05tny_,/m/068hy,/m/07qf0zm,/m/07r_k2n,/m/0bt9lr,/m/0jbk"
8e7vDFSTXlk, 40.000, 50.000, "/m/04_sv,/m/07hvw1,/m/07yv9"
8guASCeupec, 180.000, 190.000, "/m/01y3hg,/m/09x0r"
8iy3RjnVats, 60.000, 70.000, "/m/07szfh9,/m/07yv9,/m/096m7z,/m/0k4j"
8izN-5rfb84, 90.000, 100.000, "/m/03v3yw,/m/07yv9,/m/09x0r"
8ltlZZLuf4k, 0.000, 10.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/t/dd00066"
8nggB29pv1Q, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/m/0k4j,/t/dd00066"
8oN13PMMPbY, 0.000, 10.000, "/m/0l156k"
8oa7QzW-IBc, 90.000, 100.000, "/m/014zdl"
8ob7Y6spUW8, 30.000, 40.000, "/m/07qqyl4,/m/09x0r"
8ofrO5oTmu4, 280.000, 290.000, "/m/02l6bg,/m/07yv9,/m/09ct_,/m/09x0r,/m/0k5j,/t/dd00129"
8pAigLVDuns, 20.000, 30.000, "/m/01g50p,/m/0284vy3,/m/06d_3,/m/07jdr,/t/dd00048"
8rZEOvULYzo, 30.000, 40.000, "/m/03qc9zr,/m/09x0r"
8sqewUGPr-w, 300.000, 310.000, "/m/02rhddq,/m/07yv9,/t/dd00129"
8yRROnG0-lA, 30.000, 40.000, "/t/dd00134"
8ySFFOeBGEs, 30.000, 40.000, "/m/01j4z9"
8z2yFtX66C4, 30.000, 40.000, "/m/04rlf,/m/07p6fty,/m/09x0r,/t/dd00127"
8zn9L4SRjCs, 0.000, 10.000, "/m/04rlf,/m/07p6fty,/t/dd00126"
9-ymRm0OHgY, 580.000, 590.000, "/m/02mk9,/m/07qv_d5,/m/07yv9,/m/09x0r,/t/dd00129"
919RleFXcNM, 380.000, 390.000, "/m/01y3hg,/m/030rvx,/m/09x0r"
96vB5wR_J4w, 290.000, 300.000, "/m/01g50p,/m/06d_3,/m/07jdr,/m/07rwm0c,/t/dd00048"
977zYEqpsSE, 30.000, 40.000, "/m/04_sv,/m/09x0r"
97PvmmLm0MQ, 20.000, 30.000, "/m/03p19w,/m/09x0r,/t/dd00128"
